Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Easton Jones,Utah,Big 12,P,So.,29.0,133.0,4.86,121.0,9.61,20.0,10.4,2.76
Ryan Kittredge,Utah,Big 12,P,Sr.,50.7,225.0,5.5,107.0,5.95,18.4,12.5,3.1
Colter McAnelly,Utah,Big 12,P,Jr.,73.9,321.0,4.78,123.0,11.68,21.0,9.3,3.22
Cameron Nielson,Utah,Big 12,P,So.,24.1,118.0,5.16,114.0,6.74,17.9,11.1,2.58
Payton Riske,Utah,Big 12,P,Jr.,13.1,54.0,4.79,123.0,8.99,19.4,10.4,2.94
Nick Baffa,Valparaiso,MVC,P,So.,26.0,130.0,5.37,109.0,8.47,19.5,11.1,3.09
Spencer Boynton,Valparaiso,MVC,P,Sr.,49.0,245.0,5.44,108.0,5.71,17.0,11.2,2.78
Hunter Frost,Valparaiso,MVC,P,Sr.,14.2,78.0,5.62,105.0,5.86,19.2,13.3,2.58
Adam Guazzo,Valparaiso,MVC,P,Jr.,32.3,157.0,6.03,98.0,8.63,19.8,11.2,4.28
Ryan Kruse,Valparaiso,MVC,P,Jr.,30.2,144.0,5.61,105.0,9.22,19.7,10.5,3.71
Connor Lockwood,Valparaiso,MVC,P,Sr.,69.7,311.0,4.99,118.0,10.9,19.5,8.6,3.69
Joe Seiber,Valparaiso,MVC,P,Sr.,22.9,121.0,6.0,98.0,4.49,15.1,10.6,3.26
England Bryan,Vanderbilt,SEC,P,So.,13.0,67.0,5.23,112.0,11.18,22.6,11.4,3.07
Jacob Faulkner,Vanderbilt,SEC,P,Sr.,63.5,281.0,3.75,157.0,11.11,18.7,7.6,1.31
Connor Fennell,Vanderbilt,SEC,P,Jr.,62.4,252.0,4.1,143.0,18.85,26.5,7.7,3.42
Miller Green,Vanderbilt,SEC,P,Jr.,26.7,118.0,4.41,133.0,12.78,22.5,9.8,2.58
Luke Guth,Vanderbilt,SEC,P,Jr.,18.7,77.0,4.44,132.0,11.96,22.4,10.5,2.69
Alex Kranzler,Vanderbilt,SEC,P,Jr.,29.5,127.0,4.87,121.0,13.01,22.5,9.5,3.58
Austin Nye,Vanderbilt,SEC,P,So.,50.2,216.0,4.41,133.0,12.05,22.5,10.4,2.45
Brennan Seiber,Vanderbilt,SEC,P,Jr.,31.6,136.0,4.6,128.0,11.74,22.1,10.4,2.54
Matthew Shorey,Vanderbilt,SEC,P,So.,13.2,59.0,4.82,122.0,10.01,20.2,10.1,2.78
Jack Chavez,Villanova,Big East,P,So.,21.2,116.0,6.25,94.0,7.26,18.9,11.6,3.86
Bobby Finn,Villanova,Big East,P,Sr.,25.2,129.0,4.73,124.0,7.42,19.9,12.5,1.58
Jake Francis,Villanova,Big East,P,Jr.,53.5,253.0,5.28,111.0,6.98,15.7,8.7,3.03
CJ Furey,Villanova,Big East,P,Jr.,16.9,94.0,6.14,96.0,5.62,18.2,12.6,3.23
Jeremiah Holder,Villanova,Big East,P,Jr.,18.1,98.0,6.13,96.0,9.74,20.4,10.7,3.99
Jack Kelley,Villanova,Big East,P,Sr.,44.1,201.0,5.03,117.0,9.17,20.0,10.9,2.97
Pat McKenzie,Villanova,Big East,P,So.,10.0,52.0,5.07,116.0,8.19,19.4,11.2,2.46
Graham Moore,Villanova,Big East,P,Sr.,17.3,89.0,5.74,102.0,4.96,19.0,14.0,2.69
JP Podgorski,Villanova,Big East,P,So.,41.0,200.0,5.01,117.0,7.84,18.1,10.2,2.55
Cooper Campbell,VCU,Atlantic 10,P,So.,38.0,181.0,4.65,126.0,10.95,20.7,9.8,2.41
Fenix DiGiacomo,VCU,Atlantic 10,P,Sr.,51.8,239.0,4.95,119.0,7.89,17.8,9.9,2.54
Cade Dressler,VCU,Atlantic 10,P,Sr.,33.8,171.0,5.32,111.0,7.43,19.0,11.5,2.92
Nick Frers,VCU,Atlantic 10,P,Jr.,36.1,177.0,5.08,116.0,9.0,19.3,10.3,2.72
Riley Roarty,VCU,Atlantic 10,P,So.,18.0,92.0,5.85,101.0,7.23,19.0,11.8,3.49
Patrick Steitz,VCU,Atlantic 10,P,Sr.,17.9,83.0,4.55,129.0,9.7,18.4,8.7,2.4
Clark Driscoll,VMI,SoCon,P,Sr.,16.0,78.0,4.58,128.0,8.55,20.2,11.7,2.02
Andrew Jones,VMI,SoCon,P,Sr.,41.2,193.0,5.52,107.0,9.26,20.8,11.5,3.67
Hunter Sipe,VMI,SoCon,P,Sr.,22.9,114.0,6.84,86.0,6.15,15.5,9.4,5.09
Justin Spiegel,VMI,SoCon,P,Jr.,42.1,206.0,5.43,108.0,9.23,21.3,12.1,3.34
Roberto Velasquez,VMI,SoCon,P,Sr.,26.1,132.0,6.33,93.0,4.63,16.5,11.8,3.81
Josh Berzonski,Virginia Tech,ACC,P,Sr.,21.1,90.0,4.41,133.0,10.67,20.9,10.2,2.42
Luke Craytor,Virginia Tech,ACC,P,Sr.,31.6,169.0,4.98,118.0,7.54,20.1,12.6,1.98
Preston Crowl,Virginia Tech,ACC,P,Jr.,25.4,122.0,4.94,119.0,11.07,22.8,11.7,2.88
Mathieu Curtis,Virginia Tech,ACC,P,Sr.,55.3,256.0,4.71,125.0,11.88,20.9,9.0,2.92
Logan Eisenreich,Virginia Tech,ACC,P,So.,24.0,118.0,4.63,127.0,8.66,21.7,13.1,1.95
Jacob Exum,Virginia Tech,ACC,P,Sr.,22.4,103.0,4.98,118.0,10.28,19.7,9.4,3.07
Brett Renfrow,Virginia Tech,ACC,P,Jr.,74.4,328.0,4.47,132.0,12.31,22.6,10.3,2.87
Andrew Sentlinger,Virginia Tech,ACC,P,Sr.,22.3,104.0,4.96,119.0,9.91,23.1,13.2,2.71
Chase Swift,Virginia Tech,ACC,P,So.,29.1,130.0,4.24,139.0,13.63,24.1,10.4,2.48
Brendan Yagesh,Virginia Tech,ACC,P,Sr.,32.3,157.0,4.77,123.0,8.57,20.8,12.3,2.19
Joe Colucci,Virginia,ACC,P,Sr.,17.2,90.0,5.11,115.0,9.87,19.8,10.0,2.95
Lucas Hartman,Virginia,ACC,P,Sr.,48.2,213.0,4.9,120.0,12.95,23.2,10.2,3.59
Kevin Jaxel,Virginia,ACC,P,Sr.,24.3,112.0,4.96,119.0,9.88,21.3,11.5,3.02
Kyle Johnson,Virginia,ACC,P,Jr.,40.0,188.0,5.76,102.0,9.65,20.6,10.9,3.98
Tyler Kapa,Virginia,ACC,P,Sr.,66.0,323.0,4.19,140.0,13.47,24.5,11.0,2.25
Drew Koenen,Virginia,ACC,P,So.,23.6,104.0,4.42,133.0,8.09,18.7,10.6,1.96
Max Stammel,Virginia,ACC,P,So.,22.0,101.0,4.75,124.0,10.3,21.1,10.8,2.72
Henry Zatkowski,Virginia,ACC,P,So.,59.2,262.0,4.63,127.0,12.43,20.9,8.5,3.07
Sam Bonilla,Wagner,NEC,P,Sr.,16.1,86.0,5.03,117.0,7.63,19.5,11.9,1.94
Christopher Collina,Wagner,NEC,P,Jr.,15.0,74.0,5.56,106.0,8.0,19.2,11.2,3.08
Vincent Corso,Wagner,NEC,P,Sr.,16.6,94.0,6.33,93.0,4.54,19.5,14.9,3.05
Keith Davis,Wagner,NEC,P,Jr.,20.6,107.0,5.01,117.0,6.17,18.1,11.9,1.96
William Grayson,Wagner,NEC,P,So.,11.1,61.0,5.56,106.0,7.06,18.8,11.7,2.76
Justin Roitman,Wagner,NEC,P,Sr.,32.2,151.0,5.44,108.0,8.62,21.4,12.8,3.43
Josiah Ross,Wagner,NEC,P,Jr.,20.0,107.0,5.05,116.0,7.39,20.4,13.0,1.95
Colin Trizuto,Wagner,NEC,P,Sr.,61.2,284.0,4.54,130.0,8.55,17.4,8.8,1.98
Cam Bagwell,Wake Forest,ACC,P,So.,85.0,348.0,3.98,148.0,10.83,19.1,8.2,2.04
Rhys Bowie,Wake Forest,ACC,P,So.,15.2,77.0,4.92,120.0,8.05,20.7,12.6,2.24
Matthew Dallas,Wake Forest,ACC,P,Jr.,41.0,189.0,4.36,135.0,11.74,22.8,11.1,2.15
Zach Johnston,Wake Forest,ACC,P,Sr.,29.5,145.0,4.59,128.0,9.73,21.9,12.1,1.88
Evan Jones,Wake Forest,ACC,P,Fr.,14.7,70.0,4.64,127.0,10.89,21.8,11.0,2.48
Chris Levonas,Wake Forest,ACC,P,So.,35.0,164.0,5.47,107.0,11.13,22.1,11.0,3.9
Duncan Marsten,Wake Forest,ACC,P,So.,10.1,53.0,5.37,109.0,8.12,19.1,11.0,2.85
Blake Morningstar,Wake Forest,ACC,P,Jr.,56.8,253.0,5.32,111.0,13.51,24.0,10.4,4.25
Luke Schmolke,Wake Forest,ACC,P,Sr.,47.9,223.0,5.17,114.0,9.33,22.0,12.7,3.3
Tyler Wood,Wake Forest,ACC,P,Fr.,52.6,228.0,4.59,128.0,8.49,18.2,9.7,2.41
Bryce Chambers,Washington St.,Mountain West,P,Sr.,28.1,148.0,5.47,107.0,6.57,18.4,11.8,2.66
Gavin Derr,Washington St.,Mountain West,P,So.,18.1,87.0,5.3,111.0,8.56,19.4,10.9,3.21
Rylan Haider,Washington St.,Mountain West,P,Jr.,25.4,121.0,4.75,124.0,7.48,17.8,10.3,2.16
Nick Lewis,Washington St.,Mountain West,P,So.,74.0,344.0,4.88,120.0,8.41,17.1,8.7,2.79
Luke Meyers,Washington St.,Mountain West,P,Sr.,66.2,290.0,4.88,120.0,9.66,18.7,9.0,3.23
Jake Robinson,Washington St.,Mountain West,P,Jr.,13.1,80.0,5.33,110.0,9.12,18.9,9.8,2.56
Gabe Schneider,Washington St.,Mountain West,P,So.,19.2,109.0,5.76,102.0,6.14,17.6,11.5,2.65
Griffin Smith,Washington St.,Mountain West,P,Sr.,81.2,363.0,5.25,112.0,7.59,15.3,7.7,3.59
Trevor Stowe,Washington St.,Mountain West,P,Jr.,25.1,135.0,5.51,107.0,7.39,20.5,13.1,2.77
Tommy Brandenburg,Washington,Big Ten,P,Sr.,32.8,152.0,5.53,106.0,3.83,17.1,13.2,2.73
Hayden Lewis,Washington,Big Ten,P,Sr.,25.0,123.0,5.97,98.0,10.7,19.9,9.2,4.63
Jay Miller,Washington,Big Ten,P,Sr.,57.4,259.0,5.02,117.0,10.96,20.2,9.2,3.4
Gunnar Nichols,Washington,Big Ten,P,Sr.,33.4,155.0,4.43,133.0,11.72,22.8,11.1,2.4
Peysen Sweeney,Washington,Big Ten,P,Sr.,24.0,110.0,4.4,134.0,8.41,20.3,11.9,1.71
Jackson Thomas,Washington,Big Ten,P,Sr.,56.5,253.0,4.81,122.0,6.36,15.6,9.3,2.42
Nate Tichy,Washington,Big Ten,P,So.,32.2,145.0,4.84,121.0,9.8,19.4,9.6,2.96
Justin Tims,Washington,Big Ten,P,So.,44.0,202.0,5.18,114.0,10.14,19.4,9.2,3.53
Reese Bassinger,West Virginia,Big 12,P,Sr.,63.9,277.0,4.34,135.0,11.11,18.8,7.7,2.38
Carson Estridge,West Virginia,Big 12,P,Sr.,40.3,183.0,4.22,139.0,13.24,22.9,9.7,2.35
David Hagen,West Virginia,Big 12,P,So.,23.0,101.0,4.78,123.0,7.74,18.7,10.9,2.39
Ben McDougal,West Virginia,Big 12,P,Sr.,22.1,92.0,3.99,147.0,9.59,19.7,10.2,1.35
Chase Meyer,West Virginia,Big 12,P,Jr.,35.2,166.0,4.38,134.0,9.23,24.1,14.9,1.31
Andrew Middleton,West Virginia,Big 12,P,Jr.,16.5,74.0,3.62,162.0,14.7,27.8,13.1,1.28
Mac Stiffler,West Virginia,Big 12,P,So.,20.0,94.0,4.79,123.0,8.11,20.4,12.2,2.11
Jacob Arnberger,Western Caro.,SoCon,P,So.,15.1,89.0,5.73,103.0,6.98,18.3,11.3,2.84
Owen Austin,Western Caro.,SoCon,P,Sr.,40.0,193.0,4.24,139.0,9.28,21.8,12.5,1.57
Davis Budd,Western Caro.,SoCon,P,Jr.,24.8,130.0,6.06,97.0,7.52,17.3,9.8,3.67
Carter Burnette,Western Caro.,SoCon,P,So.,43.0,194.0,4.53,130.0,8.42,18.6,10.2,2.08
Kaden Fuller,Western Caro.,SoCon,P,So.,12.2,67.0,5.94,99.0,7.8,19.4,11.6,3.45
Griffin Guinther,Western Caro.,SoCon,P,Jr.,15.2,85.0,5.44,108.0,8.41,19.0,10.6,2.51
Mason Holton,Western Caro.,SoCon,P,Sr.,14.0,66.0,6.72,88.0,8.9,19.7,10.8,5.64
Shane Huntsberger,Western Caro.,SoCon,P,Jr.,14.3,70.0,5.43,108.0,9.0,19.2,10.2,3.37
Josh Ossiander,Western Caro.,SoCon,P,Jr.,23.0,112.0,5.2,113.0,9.57,19.4,9.8,3.02
Ryan White,Western Caro.,SoCon,P,Sr.,30.0,151.0,5.06,116.0,8.58,18.9,10.4,2.57
Davis Wright,Western Caro.,SoCon,P,Sr.,86.0,383.0,3.78,156.0,13.15,21.7,8.6,1.78
Jason Buhl,Western Ill.,OVC,P,Sr.,57.2,288.0,5.84,101.0,5.1,16.0,10.8,3.49
Harrison Dubois,Western Ill.,OVC,P,---,32.0,147.0,4.53,130.0,6.47,16.5,10.0,1.78
Alex Esker,Western Ill.,OVC,P,Sr.,12.2,61.0,5.54,106.0,7.4,19.5,12.1,3.14
Billy Humphrey,Western Ill.,OVC,P,Sr.,22.0,118.0,5.06,116.0,6.12,17.8,11.6,2.05
Eric Rawlings,Western Ill.,OVC,P,Sr.,33.2,149.0,4.12,143.0,8.37,18.6,10.2,1.45
Jackson Rodgers,Western Ill.,OVC,P,Jr.,21.0,121.0,6.4,92.0,3.23,15.5,12.2,3.04
Karsten Stotlar,Western Ill.,OVC,P,Sr.,31.2,161.0,4.84,121.0,5.44,16.6,11.1,1.76
Max Tripure,Western Ill.,OVC,P,Sr.,72.1,332.0,4.8,123.0,5.33,15.7,10.4,1.99
Jude Favela,Western Ky.,CUSA,P,So.,21.0,94.0,4.41,133.0,9.02,19.7,10.7,1.77
Sam Frizzi,Western Ky.,CUSA,P,Sr.,35.2,154.0,4.52,130.0,10.3,20.8,10.5,2.6
Dawson Hall,Western Ky.,CUSA,P,Sr.,45.7,193.0,4.45,132.0,10.68,18.5,7.8,2.71
Nathan Lawson,Western Ky.,CUSA,P,Sr.,56.1,257.0,5.2,113.0,9.81,18.8,9.0,3.55
Zach Lyles,Western Ky.,CUSA,P,Jr.,32.2,140.0,5.41,109.0,11.75,22.3,10.6,4.1
Gavin Perry,Western Ky.,CUSA,P,Jr.,45.0,197.0,4.05,145.0,8.57,17.8,9.2,1.45
Turner Doran,Western Mich.,MAC,P,Sr.,29.1,124.0,4.71,125.0,13.88,24.3,10.4,3.52
Matt Hoover,Western Mich.,MAC,P,Sr.,17.6,90.0,5.81,101.0,7.83,18.7,10.8,3.5
Ricky Kidd,Western Mich.,MAC,P,Sr.,24.1,115.0,6.78,87.0,4.75,16.9,12.1,5.11
Adam Lehmann,Western Mich.,MAC,P,So.,26.1,135.0,5.16,114.0,9.15,20.3,11.1,2.75
Ty McKinstry,Western Mich.,MAC,P,Sr.,71.2,326.0,4.75,124.0,7.01,17.8,10.8,2.25
DJ Thompson,Western Mich.,MAC,P,Sr.,40.6,192.0,5.19,113.0,6.49,17.4,10.9,2.36
Zach Vriesenga,Western Mich.,MAC,P,Jr.,39.1,187.0,5.23,112.0,8.27,18.5,10.3,2.94
Joey Wizceb,Western Mich.,MAC,P,Sr.,68.2,316.0,5.1,115.0,5.79,14.2,8.4,2.79
Wyatt Foley,Wichita St.,American,P,Sr.,35.0,167.0,5.41,109.0,7.88,18.5,10.6,3.22
Jacob Gutierrez,Wichita St.,American,P,Sr.,51.5,243.0,4.59,128.0,8.64,17.6,9.0,2.2
Brady Hamilton,Wichita St.,American,P,Jr.,66.2,298.0,4.6,128.0,9.62,19.4,9.8,2.41
Heitaro Hayashi,Wichita St.,American,P,Sr.,56.0,242.0,5.07,116.0,7.64,17.4,9.8,3.1
Ryan Morrison,Wichita St.,American,P,Sr.,19.7,104.0,4.54,130.0,9.3,21.6,12.3,1.69
Karsen Richard,Wichita St.,American,P,Sr.,17.0,95.0,5.3,111.0,7.68,21.4,13.7,2.36
Amar Tsengeg,Wichita St.,American,P,Sr.,25.0,132.0,6.02,98.0,5.87,17.8,12.0,3.21
Tom Bourque,William & Mary,CAA,P,Sr.,22.2,130.0,6.02,98.0,6.83,20.6,13.7,2.87
Zach Boyd,William & Mary,CAA,P,So.,53.2,241.0,4.94,119.0,10.04,19.6,9.5,3.22
Noah Hertzler,William & Mary,CAA,P,Sr.,12.5,72.0,5.26,112.0,6.87,19.8,12.9,1.83
Tyler Kelly,William & Mary,CAA,P,So.,33.1,167.0,5.79,102.0,8.1,20.2,12.1,3.6
Daniel Lingle,William & Mary,CAA,P,Jr.,37.0,176.0,5.04,117.0,7.89,18.3,10.4,2.73
Owen Pierce,William & Mary,CAA,P,Sr.,37.2,172.0,4.68,126.0,9.86,21.4,11.6,2.33
Jack Weight,William & Mary,CAA,P,So.,27.1,148.0,6.39,92.0,8.61,20.0,11.4,4.08
Chad Yates,William & Mary,CAA,P,Jr.,36.2,191.0,4.97,118.0,5.14,18.2,13.1,1.73
Walker Brodt,Winthrop,Big South,P,Jr.,44.0,212.0,4.7,125.0,9.13,19.1,10.0,2.18
Brayden GIlley,Winthrop,Big South,P,Jr.,45.1,200.0,5.62,105.0,9.98,19.2,9.2,4.26
Randy Guzman,Winthrop,Big South,P,Jr.,22.4,112.0,5.33,110.0,6.48,18.1,11.6,2.39
Shane Keup,Winthrop,Big South,P,Jr.,39.2,183.0,4.86,121.0,9.86,20.4,10.5,2.67
Colby McNeely,Winthrop,Big South,P,Sr.,22.7,124.0,6.1,96.0,5.22,18.9,13.6,2.65
Ben Rehkow,Winthrop,Big South,P,Sr.,28.0,125.0,4.36,135.0,10.17,19.6,9.5,2.04
Mason Tompkins,Winthrop,Big South,P,So.,43.2,204.0,5.3,111.0,9.08,19.1,10.0,3.27
Evan Vandenbosch,Winthrop,Big South,P,Sr.,26.0,137.0,4.74,124.0,8.02,19.1,11.1,1.94
Harrison Wilson,Winthrop,Big South,P,Sr.,58.1,267.0,4.78,123.0,9.17,20.2,11.0,2.62
Tyler Andrews,Milwaukee,Horizon,P,So.,13.1,71.0,5.46,108.0,9.36,19.7,10.3,3.03
Aric Ehmke,Milwaukee,Horizon,P,Sr.,60.0,285.0,5.52,107.0,5.43,16.0,10.5,3.01
Aiden Fishnick,Milwaukee,Horizon,P,Sr.,24.2,121.0,5.96,99.0,7.53,17.9,10.4,3.89
Matthew Mueller,Milwaukee,Horizon,P,Sr.,38.2,186.0,5.61,105.0,8.93,23.0,14.1,3.44
Riley Peterson,Milwaukee,Horizon,P,Jr.,27.7,138.0,5.18,114.0,5.14,17.9,12.8,2.05
Gavin Theis,Milwaukee,Horizon,P,Sr.,51.5,228.0,4.71,125.0,9.28,18.8,9.5,2.59
Mason Weckler,Milwaukee,Horizon,P,Sr.,32.0,162.0,5.27,112.0,9.23,19.6,10.3,2.9
Cam Allen,Wright St.,Horizon,P,Jr.,48.4,219.0,4.18,141.0,11.16,22.3,11.2,1.79
Michael Bilo,Wright St.,Horizon,P,So.,12.2,61.0,5.1,115.0,8.78,19.4,10.6,2.76
Caleb Ehling,Wright St.,Horizon,P,So.,15.1,74.0,4.98,118.0,9.55,21.0,11.5,2.63
Warren Hartzell,Wright St.,Horizon,P,Sr.,28.9,138.0,5.41,109.0,9.16,19.9,10.7,3.38
Chet Lax,Wright St.,Horizon,P,Jr.,51.7,242.0,4.29,137.0,9.73,19.0,9.3,1.92
Griffen Paige,Wright St.,Horizon,P,Jr.,32.4,153.0,4.65,126.0,10.63,21.9,11.3,2.55
Malachi Paplanus,Wright St.,Horizon,P,So.,31.1,142.0,4.64,127.0,9.83,21.3,11.5,2.4
J.J. Thompson,Wright St.,Horizon,P,So.,41.1,192.0,4.92,120.0,7.66,20.2,12.5,2.35
Nick Boyle,Xavier,Big East,P,Sr.,26.2,138.0,6.38,92.0,5.3,21.3,16.0,3.4
Ashton Chronister,Xavier,Big East,P,Jr.,15.8,78.0,5.02,117.0,8.43,18.8,10.3,2.61
Jack DeTienne,Xavier,Big East,P,So.,17.0,99.0,7.2,82.0,9.01,20.2,11.1,5.08
Trevor Geddes,Xavier,Big East,P,Sr.,11.6,61.0,5.43,108.0,6.88,19.4,12.5,2.49
Garrett Helsel,Xavier,Big East,P,Sr.,40.2,204.0,5.2,113.0,7.51,18.9,11.3,2.48
Jake Hooker,Xavier,Big East,P,Jr.,30.5,144.0,4.58,128.0,7.94,19.0,11.0,1.97
Jack Nobe,Xavier,Big East,P,So.,45.0,216.0,4.69,125.0,6.74,18.4,11.7,1.73
Ryan Piech,Xavier,Big East,P,Jr.,59.2,270.0,4.84,121.0,8.24,21.9,13.6,2.36
Owen Poole,Xavier,Big East,P,Jr.,24.7,118.0,5.08,116.0,10.55,21.0,10.4,3.1
Evan Vasiliou,Xavier,Big East,P,Sr.,38.9,184.0,5.39,109.0,8.55,19.6,11.1,3.29
Jon Wylie,Xavier,Big East,P,So.,30.2,143.0,4.94,119.0,7.6,19.1,11.5,2.39
Daniel Cohen,Yale,Ivy League,P,Sr.,57.4,252.0,4.37,135.0,9.16,19.4,10.3,2.04
Tate Evans,Yale,Ivy League,P,Sr.,43.1,188.0,3.34,176.0,15.73,25.2,9.4,1.4
Alex Hwang,Yale,Ivy League,P,So.,25.0,106.0,4.1,143.0,9.65,19.7,10.0,1.7
Ethan Lewis,Yale,Ivy League,P,Sr.,24.8,119.0,4.93,119.0,6.19,16.8,10.6,1.92
Jack Ohman,Yale,Ivy League,P,So.,73.2,288.0,3.66,161.0,15.12,24.4,9.2,1.89
DJ Peterson,Yale,Ivy League,P,So.,18.1,94.0,4.76,124.0,8.81,19.5,10.7,2.11
Teo Spadaccini,Yale,Ivy League,P,Jr.,12.2,59.0,4.74,124.0,9.67,20.2,10.5,2.34
Ben Winslow,Yale,Ivy League,P,Jr.,25.1,121.0,4.31,136.0,8.45,19.4,11.0,1.44
Aidan English,Youngstown St.,Horizon,P,Sr.,21.4,120.0,6.47,91.0,0.25,15.9,15.6,2.43
Braden Gebhardt,Youngstown St.,Horizon,P,Sr.,51.2,253.0,5.25,112.0,7.49,18.7,11.2,2.64
Aidan Haynes,Youngstown St.,Horizon,P,Fr.,20.0,102.0,4.58,128.0,8.76,19.5,10.8,1.67
Tyler Heflin,Youngstown St.,Horizon,P,So.,37.1,221.0,5.81,101.0,5.2,16.7,11.5,2.19
Jack Messmore,Youngstown St.,Horizon,P,Sr.,43.2,213.0,5.32,111.0,6.17,17.3,11.1,2.94
Brandon Mikos,Youngstown St.,Horizon,P,Sr.,38.7,182.0,5.7,103.0,7.07,17.3,10.2,3.92
Mikey Rodriques,Youngstown St.,Horizon,P,Jr.,18.0,105.0,5.23,112.0,6.76,19.7,12.9,1.92
Sloan Ulrich,Youngstown St.,Horizon,P,Sr.,44.4,233.0,5.79,102.0,2.15,15.2,13.0,2.45
Hunter Alexander,Central Ark.,ASUN,P,Sr.,60.7,284.0,4.42,133.0,12.57,22.8,10.2,2.37
Austin Jones,Central Ark.,ASUN,P,Jr.,13.2,72.0,5.03,117.0,7.62,19.3,11.7,2.21
Jakes Jones,Central Ark.,ASUN,P,Jr.,31.0,148.0,4.75,124.0,9.27,21.0,11.7,2.32
Cooper King,Central Ark.,ASUN,P,Sr.,24.1,108.0,5.19,113.0,8.65,20.2,11.6,3.17
Luke Lorence,Central Ark.,ASUN,P,So.,15.0,84.0,4.94,119.0,8.9,20.2,11.3,2.18
Jacob Pannell,Central Ark.,ASUN,P,Sr.,41.1,196.0,4.92,120.0,6.56,16.6,10.1,2.23
Aden Velasquez,Central Ark.,ASUN,P,So.,44.1,213.0,5.26,112.0,7.41,19.0,11.6,2.95
Colby Barker,Merrimack,MAAC,P,Jr.,21.0,104.0,5.72,103.0,5.44,15.8,10.3,3.08
James Borsari,Merrimack,MAAC,P,Sr.,26.0,126.0,6.12,96.0,5.22,15.1,9.8,4.05
Michael Bradshaw,Merrimack,MAAC,P,Jr.,18.4,87.0,4.66,126.0,8.25,18.2,10.0,2.15
Campbell Cassidy,Merrimack,MAAC,P,Jr.,26.0,131.0,7.47,79.0,4.51,18.3,13.8,5.2
Samuel Franco,Merrimack,MAAC,P,So.,24.2,117.0,4.99,118.0,6.82,18.3,11.5,2.27
Nick Hunkele,Merrimack,MAAC,P,Jr.,35.0,170.0,5.3,111.0,8.91,18.9,10.0,3.09
James Nichols,Merrimack,MAAC,P,Sr.,59.0,283.0,6.06,97.0,4.91,15.2,10.3,3.81
Cole Yennaco,Merrimack,MAAC,P,Jr.,31.0,131.0,4.89,120.0,8.48,19.4,11.0,2.81
Davis Aiken,Col. of Charleston,CAA,P,Sr.,31.6,135.0,5.22,113.0,11.48,20.2,8.7,4.09
Carson Bryant,Col. of Charleston,CAA,P,Jr.,25.0,120.0,5.2,113.0,10.51,20.7,10.2,3.3
Dylan Johnson,Col. of Charleston,CAA,P,Sr.,37.6,183.0,4.65,126.0,5.32,15.9,10.6,1.45
Alex Lyon,Col. of Charleston,CAA,P,Sr.,49.4,211.0,4.31,136.0,8.94,15.9,6.9,2.21
Drew Medley,Col. of Charleston,CAA,P,So.,28.2,134.0,5.0,118.0,9.06,18.6,9.6,2.75
Garrick Murray,Col. of Charleston,CAA,P,Sr.,26.0,123.0,4.27,138.0,8.34,19.1,10.8,1.49
Hunter Phipps,Col. of Charleston,CAA,P,So.,14.1,64.0,4.49,131.0,10.61,21.0,10.4,2.35
Kevin Samonsky,Col. of Charleston,CAA,P,So.,30.2,155.0,5.2,113.0,9.24,19.7,10.5,2.87
Hayden Thomas,Col. of Charleston,CAA,P,Jr.,49.3,224.0,4.89,120.0,9.95,20.1,10.2,2.91
Cole Hansen,Elon,CAA,P,Sr.,65.7,282.0,4.58,128.0,10.83,19.1,8.2,2.9
Hank Krift,Elon,CAA,P,So.,49.0,241.0,5.07,116.0,8.27,19.4,11.2,2.54
RJ Latkowski,Elon,CAA,P,Sr.,32.7,155.0,5.09,116.0,9.74,22.2,12.5,3.0
Tommy Mitchell,Elon,CAA,P,So.,11.2,74.0,6.15,96.0,5.83,17.6,11.8,2.63
Sam Nomura,Elon,CAA,P,Sr.,27.1,135.0,4.89,120.0,8.01,18.7,10.6,2.2
Michael Staiano,Elon,CAA,P,Jr.,29.5,146.0,5.79,102.0,9.33,20.2,10.9,3.83
Brian Strange,Elon,CAA,P,Sr.,53.2,244.0,4.46,132.0,9.88,20.5,10.6,2.17
Carson Wehner,Elon,CAA,P,Jr.,19.3,93.0,5.74,102.0,7.61,17.6,10.0,3.86
Owen Winebarger,Elon,CAA,P,So.,21.0,88.0,4.76,124.0,9.25,19.6,10.3,2.85
Reid Bertram,Gardner-Webb,Big South,P,Sr.,43.7,209.0,4.97,118.0,8.32,18.1,9.8,2.62
Jaden Bitter,Gardner-Webb,Big South,P,So.,18.0,94.0,5.66,104.0,9.84,20.6,10.8,3.65
Anthony Hausner,Gardner-Webb,Big South,P,Jr.,16.4,79.0,4.98,118.0,10.03,19.9,9.9,2.94
Jerek Hobb,Gardner-Webb,Big South,P,Sr.,21.0,105.0,5.22,113.0,7.87,21.9,14.0,2.2
Jack Iannibelli,Gardner-Webb,Big South,P,Sr.,21.2,110.0,4.81,122.0,5.34,17.2,11.9,1.48
Devin Pressley,Gardner-Webb,Big South,P,Sr.,23.7,122.0,4.46,132.0,9.92,23.3,13.4,1.69
Daniel Smith,Gardner-Webb,Big South,P,Jr.,14.2,98.0,6.24,94.0,8.73,19.4,10.7,3.09
Jaden Stockton,Gardner-Webb,Big South,P,Jr.,28.1,139.0,4.72,125.0,8.84,20.8,11.9,2.04
